代码	名称	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
603279	景津环保	20201120	20190729	          4.12	--  	--  	49.54	27.48	--  	44.53	37.76	8.27	2.07	21.77	13.43	16.43	5.31	--  	11.92	22.91	15.01	4.09	0.00	4.08	3.12	3.12	3.03	10.21	3.99	4.10	14578.00	         11565	24.09万	7.72	-10.76	          3.03	21.52	3.74	2.80	0.780㈢	          6.87	6.87	          2.90	          2.48	          0.97	         55.47	  11.36㈢	         34.49	         17.84	         13.62	0.46	4249	603279	--  	--  	--  	
603283	赛腾股份	20201202	20171225	          1.76	--  	--  	30.90	10.86	          0.44	63.43	20.05	2.43	1.12	16.17	3.99	6.20	8.72	--  	5.48	12.18	6.60	1.68	0.01	1.69	1.55	1.49	1.19	3.64	-2.19	0.30	12379.00	          4182	16.92万	65.20	62.71	          6.64	-32.56	5.85	1.38	0.850㈢	          6.09	6.09	          3.11	          2.07	         -1.24	         35.14	  13.76㈢	         45.81	         13.82	         12.26	1.45	1971	603283	--  	--  	--  	
603286	日盈电子	20201031	20170627	          0.88	--  	--  	7.79	4.64	          0.26	37.04	3.68	2.30	0.47	2.76	0.95	0.78	1.50	--  	1.96	3.38	2.53	0.16	0.00	0.15	0.13	0.11	0.09	1.54	0.51	-0.22	6930.00	          6183	10.69万	-28.66	13.59	          3.28	29.74	4.51	0.35	0.120㈢	          5.27	0.00	          2.23	          1.75	          0.58	         59.56	   2.33㈢	         25.06	          4.70	          3.21	0.18	1257	603286	--  	--  	--  	
603288	海天味业	20201102	20140211	         32.40	--  	--  	251.87	182.37	          0.97	27.21	200.09	36.90	3.88	65.88	134.49	13.68	0.43	--  	7.91	170.86	98.63	54.31	0.22	54.32	45.77	45.71	44.00	128.37	32.16	-1.13	82504.00	         10217	190.23万	19.20	15.26	         33.09	187.59	35.31	0.48	1.410㈢	          5.63	0.00	          0.24	          3.96	          0.99	         72.41	  25.07㈢	         42.27	         31.79	         26.76	4.95	5554	603288	--  	--  	--  	
603289	泰瑞机器	20201202	20171031	          2.67	--  	--  	14.76	10.39	--  	29.56	11.64	2.09	0.74	4.33	2.19	2.83	3.01	0.36	3.26	6.09	4.31	0.80	0.02	0.78	0.68	0.68	0.56	4.03	0.76	-2.92	13616.00	          5963	4.97万	-24.50	6.29	          2.14	29.24	3.65	2.40	0.250㈢	          3.90	0.00	          1.22	          1.51	          0.29	         70.44	   6.50㈢	         29.18	         13.13	         11.10	0.29	732	603289	--  	--  	--  	
603290	斯达半导	20201202	20200204	          1.60	--  	--  	13.67	11.12	         -0.02	18.78	10.18	2.60	0.26	1.62	0.54	2.45	2.31	--  	4.63	6.68	4.49	1.55	0.04	1.59	1.34	1.34	1.16	4.51	-1.36	-0.40	30437.00	          1314	36.14万	29.44	18.14	         39.56	-322.94	65.86	0.09	0.860㈢	          6.95	0.00	          2.90	          2.82	         -0.85	         81.39	  12.06㈢	         32.73	         23.23	         20.07	0.52	643	603290	--  	--  	--  	
603297	永新光学	20201030	20180910	          1.11	--  	--  	13.16	12.09	--  	8.15	8.96	1.37	0.56	0.99	2.16	1.22	1.23	--  	5.44	4.02	2.29	1.09	0.12	1.11	0.94	0.94	0.72	4.75	0.91	-2.18	7932.00	          3911	13.82万	-6.14	-1.37	          3.23	42.97	9.72	1.25	0.850㈢	         10.94	0.00	          4.92	          4.29	          0.82	         91.85	   7.82㈢	         43.05	         27.05	         23.52	0.34	1258	603297	--  	--  	--  	
603298	杭叉集团	20201020	20161227	          8.66	--  	--  	80.67	47.02	          3.96	36.81	49.41	12.45	2.77	28.97	21.57	10.96	9.92	0.07	7.13	82.08	65.13	7.87	1.58	7.87	6.87	6.27	5.92	27.49	10.94	15.03	20981.00	         14528	29.23万	31.06	21.61	          3.71	15.94	2.12	1.24	0.720㈢	          5.43	0.00	          0.82	          3.17	          1.26	         58.29	  13.33㈢	         20.66	          9.59	          7.63	3.54	4181	603298	--  	--  	--  	
603299	苏盐井神	20201030	20151231	          7.74	--  	--  	75.54	40.54	          1.41	44.47	32.51	29.59	5.92	25.66	12.92	6.68	3.40	--  	16.39	28.64	19.41	2.05	0.02	2.05	1.66	1.63	1.20	15.18	1.82	2.16	36364.00	          7746	5.45万	-30.72	-9.05	          1.34	29.94	1.90	1.45	0.210㈢	          5.24	0.00	          2.12	          1.96	          0.24	         53.67	   4.01㈢	         32.22	          7.17	          5.68	0.34	4317	603299	--  	--  	--  	
603300	华铁应急	20201120	20150529	          9.03	--  	--  	70.78	31.05	          3.50	51.19	18.59	38.75	0.10	24.91	3.48	0.25	11.71	--  	16.89	9.99	4.37	2.25	-0.05	2.25	1.92	1.58	1.35	7.42	2.82	2.52	32406.00	         14653	8.73万	-34.31	22.16	          1.73	19.08	5.38	0.00	0.230㈢	          3.44	0.00	          1.87	          0.82	          0.31	         43.86	   5.10㈢	         56.32	         22.48	         15.83	0.29	1135	603300	--  	--  	--  	
603301	振德医疗	20201207	20180412	          2.27	--  	--  	63.57	35.64	          3.67	38.16	46.26	7.56	2.03	20.83	19.37	8.78	7.81	--  	8.16	81.17	43.45	29.00	-0.02	28.99	24.10	20.98	20.77	24.57	26.74	13.73	37079.00	          2900	16.69万	2105.56	531.52	          3.48	4.89	1.61	0.46	10.530㈢	         16.55	16.55	          3.59	         10.82	         11.77	         56.07	  58.85㈢	         46.47	         35.73	         25.85	1.67	5030	603301	--  	--  	--  	
603303	得邦照明	20201029	20170330	          4.88	--  	--  	41.65	28.35	          0.10	31.69	32.13	3.41	2.19	13.18	11.78	5.67	11.91	--  	8.42	32.47	25.65	2.68	0.22	3.25	2.90	2.88	2.30	14.95	2.62	6.18	13806.00	          9445	10.58万	20.47	4.36	          1.93	20.82	1.68	1.99	0.590㈢	          5.81	0.00	          1.73	          3.07	          0.54	         68.06	  10.18㈢	         21.01	          8.25	          8.88	1.12	3602	603303	--  	--  	--  	
603305	旭升股份	20201208	20170710	          4.47	--  	--  	40.92	32.21	          0.04	21.18	21.94	8.90	2.70	7.89	7.85	3.22	3.47	--  	18.09	11.05	7.18	2.72	0.03	2.72	2.31	2.31	2.15	8.35	2.22	4.28	35434.00	          3348	10.74万	69.72	42.20	          4.45	64.56	12.98	0.00	0.550㈢	          7.20	0.00	          4.05	          1.87	          0.50	         78.72	   7.17㈢	         35.06	         24.65	         20.90	0.42	1648	603305	--  	--  	--  	
603306	华懋科技	20201030	20140926	          3.09	--  	--  	26.56	24.09	--  	9.29	19.42	6.59	0.37	1.81	8.05	1.39	2.64	--  	10.40	6.14	4.01	1.62	0.12	1.61	1.38	1.38	1.14	9.17	1.59	-4.38	10397.00	         15322	34.31万	-13.54	-11.45	          2.87	43.37	11.25	2.02	0.440㈢	          7.80	0.00	          3.37	          2.97	          0.52	         90.71	   5.72㈢	         34.77	         26.39	         22.44	0.32	1734	603306	--  	--  	--  	
603308	应流股份	20201113	20140122	          4.88	--  	--  	83.05	37.03	          5.32	49.01	29.05	29.30	6.08	26.78	8.31	11.67	7.43	--  	21.22	13.54	8.55	1.29	0.03	1.28	1.20	1.32	0.96	9.45	3.73	2.23	19155.00	         16990	41.42万	23.59	-4.81	          3.21	31.87	8.79	0.33	0.270㈢	          7.59	0.00	          4.35	          1.94	          0.77	         44.59	   3.55㈢	         36.81	          9.53	          9.72	1.50	4474	603308	--  	--  	--  	
603309	维力医疗	20201028	20150302	          2.60	--  	--  	15.22	11.27	          0.15	24.97	4.85	4.25	1.40	2.24	1.90	1.33	1.05	0.20	2.48	8.42	4.56	1.81	0.01	1.75	1.45	1.40	1.40	5.62	1.51	0.20	21248.00	          4812	6.16万	33.83	18.43	          2.95	22.00	3.96	1.20	0.540㈢	          4.34	0.00	          0.95	          2.16	          0.58	         74.06	  12.38㈢	         45.89	         21.44	         16.58	0.32	2410	603309	--  	--  	--  	
603311	金海高科	20201028	20150518	          2.10	--  	--  	11.86	8.45	--  	28.75	7.50	2.83	0.65	3.30	3.66	1.25	1.60	0.12	2.08	5.09	3.40	0.90	0.02	0.89	0.73	0.73	0.61	3.77	1.15	0.81	14911.00	          5955	7.37万	12.17	0.81	          3.08	22.59	5.11	1.29	0.350㈢	          4.02	0.00	          0.99	          1.80	          0.55	         71.25	   8.70㈢	         33.19	         17.79	         14.45	0.15	1401	603311	--  	--  	--  	
603313	梦百合	20201202	20161013	          3.72	--  	--  	64.60	28.09	          1.19	54.68	35.83	14.00	1.75	29.80	10.04	11.47	10.45	--  	12.84	45.26	26.64	4.83	-0.09	4.46	3.75	3.46	3.38	10.74	5.86	2.25	14741.00	          9439	29.92万	32.66	71.53	          3.92	20.10	2.60	0.00	1.010㈢	          8.08	8.08	          3.45	          2.89	          1.58	         43.48	  12.30㈢	         41.15	         10.66	          7.63	0.79	5195	603313	--  	--  	--  	
603315	福鞍股份	20201030	20150424	          3.07	--  	--  	20.83	13.41	         -0.02	35.66	16.36	3.44	0.37	7.02	2.26	3.99	7.81	0.44	5.99	5.93	4.40	0.81	0.00	0.81	0.73	0.73	0.64	3.95	-0.24	-0.71	11249.00	          8271	9.84万	-7.12	3.88	          2.72	-151.71	6.16	1.39	0.237㈢	          4.37	0.00	          1.95	          1.29	         -0.08	         64.41	   5.43㈢	         25.78	         13.61	         12.28	0.18	749	603315	--  	--  	--  	
603316	诚邦股份	20201029	20170619	          2.03	--  	--  	24.68	8.85	          0.24	63.16	14.15	0.16	0.02	8.19	2.86	0.00	3.64	--  	3.34	7.56	6.29	0.31	0.04	0.31	0.29	0.29	0.25	3.13	-2.97	-0.74	11457.00	          9171	8.08万	26.74	50.53	          2.02	-6.02	2.37	0.36	0.140㈢	          4.35	0.00	          1.64	          1.54	         -1.46	         35.88	   3.30㈢	         16.86	          4.10	          3.86	0.27	693	603316	--  	--  	--  	
603317	天味食品	20201202	20190416	          6.30	--  	--  	26.54	20.51	--  	22.72	21.81	3.80	0.44	6.00	10.52	2.51	0.08	0.02	3.41	15.25	8.70	3.69	0.25	3.73	3.20	3.20	2.96	9.84	4.02	3.76	15119.00	          8282	56.66万	63.78	41.47	         20.04	107.11	28.25	0.27	0.620㈢	          3.41	3.41	          0.54	          1.56	          0.64	         77.28	  15.61㈢	         42.97	         24.23	         21.00	0.22	1868	603317	--  	--  	--  	
603318	派思股份	20201030	20150424	          4.02	--  	--  	22.36	10.02	          3.64	38.88	12.63	6.99	0.22	4.13	4.89	1.60	1.83	--  	5.90	5.73	5.41	0.09	0.00	0.09	0.10	0.15	0.14	-0.28	0.38	3.61	25659.00	          6320	5.09万	122.84	122.28	          3.23	86.31	5.66	0.00	0.040㈢	          2.49	0.00	          1.47	         -0.07	          0.09	         44.82	   1.51㈢	          5.50	          1.50	          2.64	0.07	413	603318	--  	--  	--  	
603319	湘油泵	20201125	20161130	          1.05	--  	--  	20.03	9.03	          0.23	53.78	11.31	5.33	0.69	8.50	1.66	2.85	4.35	--  	1.91	9.60	6.91	1.52	-0.00	1.52	1.32	1.30	0.79	5.68	0.10	0.22	8016.00	         13087	56.31万	68.58	39.77	          5.00	455.69	4.70	0.64	1.240㈢	          8.61	0.00	          1.82	          5.42	          0.09	         45.08	  14.36㈢	         28.04	         15.83	         13.51	0.61	2353	603319	--  	--  	--  	
603320	迪贝电气	20201022	20170502	          1.30	--  	--  	10.94	7.08	          0.02	35.09	7.15	1.39	0.63	1.63	3.44	1.13	1.03	--  	1.88	5.14	4.45	0.38	0.02	0.38	0.32	0.32	0.19	3.19	0.97	-0.40	9379.00	          4505	6.09万	-6.46	0.58	          2.64	18.13	3.42	0.71	0.240㈢	          5.12	5.12	          1.45	          2.45	          0.75	         64.73	   4.48㈢	         13.48	          7.39	          6.17	0.19	808	603320	--  	--  	--  	
603321	梅轮电梯	20201028	20170915	          3.07	--  	--  	16.56	10.82	          0.01	34.62	10.41	3.49	0.54	5.61	3.72	1.64	2.11	2.16	3.45	4.91	3.73	0.41	0.19	0.44	0.38	0.39	0.17	3.74	0.26	2.58	21014.00	          5525	4.43万	24.61	-2.10	          2.27	94.19	5.01	0.62	0.130㈢	          3.52	0.00	          1.12	          1.22	          0.09	         65.33	   3.56㈢	         24.10	          8.29	          7.84	0.20	566	603321	--  	--  	--  	
603322	超讯通信	20201109	20160728	          1.57	--  	--  	22.21	4.31	          2.37	69.93	18.17	0.47	0.69	13.75	3.35	0.95	9.16	--  	1.77	9.34	7.52	0.78	0.23	0.80	0.67	0.47	-0.08	1.00	0.14	-1.34	16447.00	          4325	8.95万	197.47	-0.11	          7.52	233.38	3.47	0.00	0.300㈢	          2.75	0.00	          1.13	          0.64	          0.09	         19.40	  10.80㈢	         19.50	          8.40	          4.98	0.44	2321	603322	--  	--  	--  	
603323	苏农银行	20201127	20161129	         18.03	--  	--  	1337.20	120.00	          1.15	90.94	0.00	8.67	2.34	0.00	117.85	0.00	0.00	--  	22.88	28.02	0.00	9.95	3.76	10.06	8.85	8.83	8.70	13.04	91.05	-21.36	43804.00	         28278	13.88万	6.72	7.40	          0.74	0.97	3.16	3.05	0.490㈢	          6.66	6.66	          1.27	          0.72	          5.05	          8.97	   7.36㈢	--  	         35.50	         31.53	--  	1745	603323	--  	--  	--  	
603326	我乐家居	20201028	20170616	          3.17	--  	--  	17.71	10.20	--  	42.39	8.99	5.95	0.60	6.95	1.20	0.99	1.88	2.27	2.67	9.99	5.82	1.56	0.02	1.55	1.22	1.22	1.07	4.19	0.41	-1.26	11712.00	          7909	8.86万	24.15	7.97	          3.48	87.48	3.55	1.79	0.386㈢	          3.22	0.00	          0.84	          1.32	          0.13	         57.61	  11.97㈢	         41.73	         15.57	         12.22	0.28	1730	603326	--  	--  	--  	
603327	福蓉科技	20201022	20190523	          4.01	--  	--  	16.43	14.29	--  	13.02	10.19	4.31	0.49	2.09	0.94	2.24	4.14	0.01	3.62	12.07	8.17	2.97	0.03	3.00	2.54	2.54	2.54	5.87	0.55	-1.40	20653.00	          3317	7.79万	20.29	28.24	          6.59	171.98	7.80	1.06	0.634㈢	          3.56	0.00	          0.90	          1.47	          0.14	         86.98	  17.79㈢	         32.36	         24.64	         21.06	0.08	695	603327	--  	--  	--  	
603328	依顿电子	20201030	20140701	          9.98	--  	--  	42.81	34.14	--  	20.25	31.05	10.60	0.07	8.50	18.25	3.03	8.54	--  	10.19	17.89	13.80	2.38	0.00	2.35	1.97	1.97	1.82	9.78	3.86	2.43	41094.00	          8890	7.43万	-55.38	-20.96	          2.44	21.62	4.67	5.62	0.200㈢	          3.42	0.00	          1.02	          0.98	          0.39	         79.75	   5.77㈢	         22.87	         13.31	         11.01	0.72	5500	603328	--  	--  	--  	
603329	上海雅仕	20201029	20171229	          1.32	--  	--  	13.53	6.59	          1.21	42.31	7.45	1.17	0.93	5.27	2.12	1.66	1.14	--  	3.55	12.41	11.14	0.70	0.03	0.73	0.60	0.60	0.55	1.49	-0.07	-1.19	14147.00	          4103	5.95万	440.03	-8.14	          2.90	-279.44	1.54	0.00	0.450㈢	          5.00	0.00	          2.69	          1.13	         -0.05	         48.75	   9.06㈢	         10.27	          5.60	          4.81	--  	379	603329	--  	--  	--  	
603330	上海天洋	20201029	20170213	          1.53	--  	--  	12.97	6.24	          0.19	50.43	5.61	4.24	0.88	4.41	0.46	1.50	2.03	0.00	2.82	4.53	3.13	0.45	0.00	0.44	0.33	0.31	0.29	1.61	0.30	-0.24	5827.00	         10984	34.49万	101.20	-5.40	          7.69	162.43	10.60	0.17	0.200㈢	          4.08	0.00	          1.85	          1.06	          0.19	         48.13	   4.95㈢	         30.86	          9.93	          6.82	0.11	602	603330	--  	--  	--  	
603331	百达精工	20201028	20170705	          1.79	--  	--  	18.29	8.35	          0.77	50.18	8.95	5.81	0.81	5.91	2.34	2.38	2.61	--  	2.63	6.35	4.80	0.52	-0.02	0.51	0.42	0.42	0.40	3.01	-0.23	-0.40	8484.00	          7187	7.54万	-32.38	-0.05	          2.42	-80.72	2.95	1.61	0.240㈢	          4.33	4.33	          1.47	          1.68	         -0.13	         45.62	   5.08㈢	         24.49	          8.17	          6.68	0.20	2018	603331	--  	--  	--  	
603332	苏州龙杰	20201029	20190117	          1.19	--  	--  	15.38	13.09	--  	14.89	12.22	1.77	0.31	2.28	2.35	1.99	0.05	--  	6.76	5.62	5.15	-0.04	0.10	0.09	0.08	0.08	-0.16	4.34	0.97	-1.99	6839.00	          4348	15.73万	-93.73	-54.87	          3.29	44.17	7.66	1.66	0.070㈢	         11.00	0.00	          5.69	          3.65	          0.82	         85.11	   0.62㈢	          8.43	         -0.70	          1.44	0.32	1287	603332	--  	--  	--  	
603333	尚纬股份	20201026	20120507	          5.20	--  	--  	32.31	15.45	          0.08	51.92	24.67	5.17	0.60	15.99	4.39	2.73	10.65	--  	6.40	16.13	13.10	0.50	-0.25	0.46	0.45	0.46	0.61	3.52	1.91	-0.27	20214.00	         10508	6.30万	-51.47	13.34	          2.02	16.37	1.93	1.00	0.090㈢	          2.97	0.00	          1.23	          0.68	          0.37	         47.83	   2.98㈢	         18.81	          3.07	          2.85	0.50	1287	603333	--  	--  	--  	
603335	迪生力	20201029	20170620	          4.28	--  	--  	8.22	6.07	          0.44	20.86	5.88	1.00	0.59	1.70	2.76	2.38	0.57	0.13	0.18	7.53	5.57	0.88	0.26	0.89	0.67	0.58	0.29	1.36	1.30	0.48	18985.00	         10607	5.13万	417.37	19.85	          3.42	15.97	2.75	0.41	0.140㈢	          1.42	0.00	          0.04	          0.32	          0.30	         73.79	   9.57㈢	         26.01	         11.66	          7.71	0.05	653	603335	--  	--  	--  	
603336	宏辉果蔬	20201209	20161124	          3.37	--  	--  	14.69	9.83	          0.01	33.05	9.21	1.42	1.13	2.23	2.02	2.94	3.72	0.01	1.84	6.87	5.90	0.52	0.01	0.55	0.55	0.55	0.51	3.89	0.30	1.57	32861.00	          4580	5.65万	-13.21	12.94	          4.38	136.79	6.06	0.60	0.170㈢	          2.82	2.82	          0.55	          1.16	          0.09	         66.87	   5.62㈢	         14.03	          7.52	          8.04	--  	531	603336	--  	--  	--  	
603337	杰克股份	20201031	20170119	          4.46	--  	--  	44.33	28.44	          0.72	34.21	26.01	12.88	2.84	13.04	8.86	6.80	4.92	--  	6.23	25.59	18.84	2.88	0.15	2.90	2.41	2.39	1.79	16.14	7.70	4.71	6365.00	         17576	49.74万	-5.59	-12.25	          4.44	16.37	4.93	0.49	0.540㈢	          6.38	0.00	          1.40	          3.62	          1.73	         64.16	   8.39㈢	         26.38	         11.25	          9.32	1.40	5650	603337	--  	--  	--  	
603338	浙江鼎力	20201030	20150325	          4.85	--  	--  	56.94	37.04	--  	34.95	40.99	7.08	1.39	17.90	13.18	7.05	7.55	--  	9.14	24.74	15.56	7.36	0.13	7.33	6.20	6.20	6.04	20.99	9.03	4.12	13014.00	         14538	147.27万	39.82	71.16	         13.28	54.45	19.88	0.25	1.280㈢	          7.63	0.00	          1.88	          4.32	          1.86	         65.05	  16.75㈢	         37.10	         29.75	         25.07	0.71	1128	603338	--  	--  	--  	
603339	四方科技	20201020	20160519	          3.09	--  	--  	24.02	18.02	--  	24.99	15.06	4.76	1.29	5.72	8.10	5.70	0.51	--  	4.52	8.32	6.46	1.09	-0.01	1.10	0.96	0.96	0.92	9.84	2.00	-0.86	22057.00	          8380	8.72万	5.17	-5.12	          1.79	16.05	3.87	1.22	0.460㈢	          5.82	0.00	          1.46	          3.18	          0.65	         75.01	   5.36㈢	         22.32	         13.12	         11.60	0.39	1406	603339	--  	--  	--  	
603345	安井食品	20201027	20170222	          2.37	--  	--  	65.66	33.75	--  	48.59	38.85	18.55	1.47	23.17	9.88	14.21	1.72	--  	13.72	44.85	32.40	4.85	0.12	4.93	3.79	3.79	3.40	17.00	5.74	2.49	9715.00	         12378	230.72万	59.17	28.39	         13.74	76.85	9.84	0.25	1.630㈢	         13.57	13.57	          5.80	          7.18	          2.43	         51.41	  11.23㈢	         27.76	         10.82	          8.45	0.52	10936	603345	--  	--  	--  	
603348	文灿股份	20201109	20180426	          2.51	--  	--  	62.99	24.93	          5.89	51.07	26.76	21.42	3.67	15.58	12.70	4.30	7.70	--  	15.69	14.56	10.95	0.96	0.07	0.88	0.78	0.74	0.65	6.27	4.55	5.88	16167.00	          5789	16.22万	56.80	34.28	          2.88	15.48	4.84	0.49	0.330㈢	          9.73	9.73	          6.24	          2.49	          1.81	         39.58	   2.97㈢	         24.83	          6.61	          5.09	0.48	2664	603348	--  	--  	--  	
603351	威尔药业	20201026	20190130	          1.31	--  	--  	15.54	12.75	--  	17.93	5.96	2.62	0.79	2.61	1.17	1.06	0.75	--  	8.42	5.12	3.19	0.89	0.08	0.88	0.76	0.76	0.70	2.66	0.64	-0.63	11947.00	          4288	11.02万	-31.50	-22.57	          2.63	52.86	6.56	1.25	0.580㈢	          9.76	0.00	          6.45	          2.03	          0.49	         82.07	   5.93㈢	         37.69	         17.37	         14.78	0.25	510	603351	--  	--  	--  	
603353	和顺石油	20201027	20200407	          1.33	--  	--  	19.43	15.91	          0.05	17.89	12.76	1.40	3.54	3.48	3.28	1.38	0.10	--  	8.84	12.89	10.08	1.58	0.05	1.63	1.21	1.21	1.13	5.12	1.71	1.05	5363.00	          6224	26.00万	0.00	0.00	          3.50	32.65	4.32	0.96	0.990㈢	         11.93	0.00	          6.62	          3.84	          1.28	         81.85	   7.61㈢	         21.81	         12.24	          9.40	--  	666	603353	--  	--  	--  	
603355	莱克电气	20201030	20150513	          4.11	--  	--  	66.32	35.11	          0.02	47.03	54.91	8.98	1.49	28.08	25.86	6.24	11.56	--  	9.11	42.41	30.99	4.54	0.00	4.77	4.15	4.16	3.61	21.18	9.92	6.57	10922.00	          6403	19.93万	8.84	0.69	          3.64	12.90	3.02	0.81	1.040㈢	          8.54	0.00	          2.22	          5.15	          2.41	         52.95	  11.85㈢	         26.92	         10.71	          9.81	2.18	7424	603355	--  	--  	--  	
